age_bp,median,lo,hi
0.0,0.08769333766782336,-0.2624000687632117,0.5794705392405086
100.0,0.0,-0.34200463788719526,0.3556380226164312
200.0,0.05046003009134794,-0.28951639825666226,0.3867425888748635
300.0,0.024983106414871448,-0.3132759769846404,0.3591864251309217
400.0,0.03491485825383604,-0.31619703209708383,0.3475193785823156
500.0,0.036901290028617445,-0.2843036541873213,0.33932747699242755
600.0,0.07282042265674243,-0.24011770168254928,0.3652211935870645
700.0,0.0740504972445341,-0.22774140657111816,0.3818160380719562
800.0,0.08381864513254218,-0.20155686980764048,0.3748205257931526
900.0,0.08432810886273143,-0.21744057533865843,0.37933136587613886
1000.0,0.11429049102024175,-0.18777977890974845,0.42028139258591113
1100.0,0.14030584207808952,-0.1453192516280865,0.4704336236715812
1200.0,0.1708554213882666,-0.1188108239647603,0.5111449221495074
1300.0,0.17942665357086657,-0.07200792974740494,0.5039525632181636
1400.0,0.13766905405775332,-0.11524494789627684,0.45005763707719354
1500.0,0.13029258327312307,-0.13131055592768043,0.399249031949006
1600.0,0.12976412688495448,-0.14395751410929836,0.40812783704085726
1700.0,0.1426342367825512,-0.11179505391983724,0.4648216469041321
1800.0,0.15158991276216408,-0.10468728541094528,0.4600112623884294
1900.0,0.13505511194844044,-0.12482363989317947,0.41262217409416674
2000.0,0.15720424590227688,-0.09872586976592497,0.422521101836933
2100.0,0.1733303887609423,-0.06795367784438977,0.4894985214305116
2200.0,0.19932667676913868,-0.025792183013067176,0.5334196791158312
2300.0,0.21439094005003784,-0.009159608767095298,0.5700731466964016
2400.0,0.21789323765515728,-0.0126511897001982,0.5639166380973604
2500.0,0.22388901606748568,-0.006981635782669856,0.6113402755765112
2600.0,0.22044781835950417,-0.014852309269326638,0.5848192598715591
2700.0,0.2284469314308942,-0.0014358500340394137,0.6132690919232939
2800.0,0.2461418892968468,0.009303380778964995,0.6535562757459425
2900.0,0.26900300118925674,0.03540558482029894,0.6878765898648764
3000.0,0.28693909529648864,0.05112667730789158,0.7140536946391588
3100.0,0.2991268398134065,0.07920163043389232,0.77481001081741
3200.0,0.30198178650044893,0.09324018804673843,0.7742845065316171
3300.0,0.3081764291835809,0.0878804210629847,0.7875751888053033
3400.0,0.33289395139262234,0.1297943617125684,0.8149322197268181
3500.0,0.3315194014804893,0.11481620907046176,0.8859221705783756
3600.0,0.35660437577613574,0.1329643840799809,0.9222261671251184
3700.0,0.3662046491608297,0.14090111584793047,0.9744423819020721
3800.0,0.3740779975735208,0.14517189837167527,0.926169322012664
3900.0,0.3620736764045047,0.13295593285880092,0.9069229472723125
4000.0,0.3622216072499024,0.1309730392871137,0.8799445127379006
4100.0,0.36089726050931287,0.13676341847678675,0.9262385806729025
4200.0,0.36173475465289273,0.1338290927384089,0.9109209842149054
4300.0,0.35058655201672967,0.13162078566675722,0.9157677888265594
4400.0,0.3595517655338857,0.14845743724357527,0.9611088761314583
4500.0,0.37043138687577504,0.15294001707377744,0.970915090590242
4600.0,0.3815732403709388,0.16135409381390686,0.9725900919504284
4700.0,0.39481830234273846,0.18307296143305787,1.0082778976008873
4800.0,0.406482527138452,0.1782180790135785,1.0449876041974975
4900.0,0.4230827802861524,0.19780259372867007,1.0904433516104286
5000.0,0.43213232205973934,0.20284813903770732,1.0966046566176837
5100.0,0.4316935800219484,0.2101158872783254,1.0804440234968693
5200.0,0.4387010514111319,0.20395893295045167,1.097828687267329
5300.0,0.4524895492770764,0.2018052170196417,1.1440585068255305
5400.0,0.44650666209783774,0.21900650895634588,1.138017091843808
5500.0,0.45136779094506335,0.21404207529856303,1.145479102458603
5600.0,0.4661635662496815,0.2392500278654817,1.2147584491774903
5700.0,0.47823627369625094,0.2261208508145363,1.2660194834606024
5800.0,0.4916900595144389,0.2470767435206708,1.2827064869866664
5900.0,0.4926359775493832,0.2467705318372866,1.2625397238313407
6000.0,0.5135236691492953,0.27251499608151963,1.292675210954256
6100.0,0.5271825464729263,0.2775573733669772,1.3666340327738569
6200.0,0.5333663741804032,0.29138958507372903,1.375370410953351
6300.0,0.5321200086839369,0.27864739473691214,1.3966448093662722
6400.0,0.5373730314698837,0.2918127974802483,1.3623652765273335
6500.0,0.533193525723801,0.2879552906162086,1.382200042406552
6600.0,0.5428159622354973,0.30097495557674364,1.3963209280686633
6700.0,0.534622944227024,0.29444435700188726,1.3401247249705348
6800.0,0.5262999189466295,0.2855663752832861,1.327239403858097
6900.0,0.5195470940539959,0.2670083609420473,1.31158221198624
7000.0,0.512071336440022,0.26621182998843734,1.2984805748707564
7100.0,0.5105017606185244,0.2524516786959411,1.3039581872111388
7200.0,0.494028682071718,0.23056671178415927,1.2616681736424549
7300.0,0.47756268266115715,0.22634651073700005,1.2378876268225365
7400.0,0.4706210242359157,0.18804433720786712,1.192422054105489
7500.0,0.4471336977031514,0.16714236245769232,1.155375441577004
7600.0,0.438545780467153,0.1667239031269144,1.0886529522309372
7700.0,0.4307675975556617,0.13978899270058193,1.0609065255065917
7800.0,0.42081613025754966,0.1554329795170858,1.0075286482315955
7900.0,0.4028865187675201,0.12075388663791511,0.9508968814305715
8000.0,0.3859610263698405,0.12416233947310812,0.897318698215355
8100.0,0.3767187869554497,0.11631669475401048,0.8681990884498062
8200.0,0.35262495072104694,0.09197075820117952,0.832606243714129
8300.0,0.33880997252182665,0.09528753330700018,0.7842431898443416
8400.0,0.32615963542562,0.06790363711735559,0.7519538846829555
8500.0,0.3238413304008266,0.06216535742047343,0.734979604575391
8600.0,0.3125833575965734,0.05640196089768638,0.7321991534947545
8700.0,0.29887594654215577,0.045202399598947125,0.7049082080988235
8800.0,0.2923845091770031,0.04820179124438776,0.6771285858762996
8900.0,0.2903467527060361,0.02885848613959229,0.6859833134124523
9000.0,0.2831062396215603,0.04191244808917524,0.6715491077474398
9100.0,0.28243512031826784,0.025372451887366088,0.6385103832214177
9200.0,0.27348528642368697,0.01286457878881998,0.6325162346618941
9300.0,0.2656440105460049,0.005799509039397831,0.6437365196791913
9400.0,0.258030536063208,-0.004712336558133952,0.6342550757581568
9500.0,0.24408922603554,-0.03433268925702488,0.6036023299631378
9600.0,0.2344892893252331,-0.07018350932128861,0.5777253775804765
9700.0,0.20971590267434156,-0.11390434400539876,0.5306738282346429
9800.0,0.1797457296353915,-0.19996074991461943,0.5140653910701891
9900.0,0.15484016963323954,-0.2761477490654519,0.470483536883307
10000.0,0.1236830864647167,-0.40120264651776,0.4381966317082477
10100.0,0.09317971024808736,-0.4549067416199268,0.41125990714106214
10200.0,0.06846386052315123,-0.5218416232191841,0.37544312387898365
10300.0,0.04591297870114768,-0.5656558038925196,0.3693847499107872
10400.0,0.012161224800918217,-0.7262584514138547,0.33227792607190043
10500.0,-0.017082396464802807,-0.8299109321176665,0.30247156802152275
10600.0,-0.07213815640932465,-1.0144948528032471,0.24089887587497563
10700.0,-0.12088483617239698,-1.1914192471156853,0.2069407226311313
10800.0,-0.1713410498187507,-1.3394479841945748,0.15827067887710564
10900.0,-0.22707909369942464,-1.4930670044175278,0.0994387942013161
11000.0,-0.269303580931919,-1.7465081864703123,0.03534256062189083
11100.0,-0.3447894514160664,-1.975496118489552,-0.020850887442432246
11200.0,-0.40715574653518094,-2.181972480950383,-0.0971014524700052
11300.0,-0.47477837017908536,-2.401372522308277,-0.15085912483292427
11400.0,-0.5392817241942147,-2.727637912463557,-0.20764562088152208
11500.0,-0.6044447937662097,-3.045306224031143,-0.2735791834334714
11600.0,-0.6937693351638043,-3.4056186819682783,-0.35656199201024374
11700.0,-0.79524433830342,-3.7182795088989695,-0.4296767340035915
11800.0,-0.8834924706610338,-4.055550612875835,-0.5023440645224093
11900.0,-0.9721504937958446,-4.554997828856954,-0.5072358288520659
12000.0,-1.0568225027812435,-4.906214696571369,-0.5718039203579997
